Albania,2014,178.36,6.74,11.00
Albania,2015,132.38,6.25,11.00
Albania,2016,130.91,5.78,12.00
Albania,2017,144.77,6.85,12.00
Albania,2018,175.89,6.85,13.00
Albania,2019,197.23,6.82,13.00
Albania,2020,196.86,6.71,12.00
Albania,2021,240.81,6.63,13.00
Belgium,2014,5200.06,30.50,453.00
Belgium,2015,4204.45,29.70,462.00
Belgium,2016,4258.11,28.80,468.00
Belgium,2017,4440.72,27.80,476.00
Belgium,2018,4844.94,26.50,484.00
Belgium,2019,4761.27,23.30,495.00
Belgium,2020,5323.53,22.80,467.00
Belgium,2021,6399.55,22.70,495.00
Bulgaria,2014,747.23,27.50,49.00
Bulgaria,2015,632.72,24.90,51.00
Bulgaria,2016,670.62,24.70,52.00
Bulgaria,2017,724.46,24.30,54.00
Bulgaria,2018,962.23,24.40,55.00
Bulgaria,2019,2158.59,24.60,57.00
Bulgaria,2020,1120.51,25.00,55.00
Bulgaria,2021,1281.80,26.00,57.00
Canada,2014,18172.42,65.90,1546.00
Canada,2015,18689.41,70.30,1557.00
Canada,2016,17708.23,70.50,1572.00
Canada,2017,23699.96,68.20,1620.00
Canada,2018,22398.90,70.30,1659.00
Canada,2019,22572.16,69.40,1690.00
Canada,2020,23594.57,71.00,1600.00
Canada,2021,26918.55,71.10,1677.00
Croatia,2014,1063.52,15.40,49.00
Croatia,2015,883.23,15.10,50.00
Croatia,2016,836.85,14.80,52.00
Croatia,2017,924.02,14.80,54.00
Croatia,2018,966.46,15.00,55.00
Croatia,2019,1001.90,14.80,57.00
Croatia,2020,980.83,14.70,53.00
Croatia,2021,1444.91,14.40,57.00
Czech Republic,2014,1975.31,20.20,178.00
Czech Republic,2015,1921.40,21.50,188.00
Czech Republic,2016,1865.74,22.70,193.00
Czech Republic,2017,2258.92,23.80,203.00
Czech Republic,2018,2749.77,24.70,210.00
Czech Republic,2019,2981.52,25.30,216.00
Czech Republic,2020,3199.34,26.10,203.00
Czech Republic,2021,3972.29,26.40,208.00
Denmark,2014,4056.87,16.90,296.00
Denmark,2015,3363.98,17.20,303.00
Denmark,2016,3593.40,17.30,313.00
Denmark,2017,3780.32,16.70,321.00
Denmark,2018,4558.79,17.20,328.00
Denmark,2019,4487.45,16.30,338.00
Denmark,2020,4885.60,16.90,328.00
Denmark,2021,5550.72,17.00,344.00
Estonia,2014,513.53,6.30,22.00
Estonia,2015,463.43,6.00,23.00
Estonia,2016,497.43,6.10,24.00
Estonia,2017,541.19,6.00,25.00
Estonia,2018,615.22,6.20,26.00
Estonia,2019,637.08,6.30,27.00
Estonia,2020,719.49,6.70,26.00
Estonia,2021,770.99,6.80,29.00
France,2014,52022.41,207.00,2414.00
France,2015,43496.12,204.80,2439.00
France,2016,44209.05,208.10,2464.00
France,2017,46133.46,208.20,2525.00
France,2018,50506.96,208.20,2571.00
France,2019,49666.72,207.80,2618.00
France,2020,52519.57,207.60,2409.00
France,2021,57098.17,207.50,2573.00
Germany,2014,46175.79,178.80,3313.00
Germany,2015,39833.44,177.20,3355.00
Germany,2016,41606.35,177.90,3426.00
Germany,2017,45470.39,179.80,3529.00
Germany,2018,49772.31,181.50,3568.00
Germany,2019,52549.25,183.80,3607.00
Germany,2020,58652.26,183.90,3429.00
Germany,2021,63339.39,184.80,3527.00
Greece,2014,5233.82,107.30,196.00
Greece,2015,4519.62,104.40,196.00
Greece,2016,4636.67,106.00,195.00
Greece,2017,4752.24,106.90,197.00
Greece,2018,5388.06,109.20,200.00
Greece,2019,5019.09,102.50,204.00
Greece,2020,5491.95,106.60,185.00
Greece,2021,7758.18,109.70,198.00
Hungary,2014,1209.80,17.50,121.00
Hungary,2015,1132.47,17.40,125.00
Hungary,2016,1288.70,17.90,128.00
Hungary,2017,1708.12,18.70,133.00
Hungary,2018,1615.40,19.90,141.00
Hungary,2019,2189.94,18.90,147.00
Hungary,2020,2767.31,19.80,140.00
Hungary,2021,3140.04,19.80,150.00
Italy,2014,24487.29,183.50,1824.00
Italy,2015,19576.28,178.40,1836.00
Italy,2016,22381.99,176.30,1861.00
Italy,2017,23902.40,174.60,1894.00
Italy,2018,25641.13,174.10,1909.00
Italy,2019,23558.55,176.40,1917.00
Italy,2020,30084.43,173.40,1744.00
Italy,2021,32718.76,175.30,1854.00
Latvia*,2014,293.74,4.60,26.00
Latvia*,2015,281.56,4.80,27.00
Latvia*,2016,402.99,5.20,28.00
Latvia*,2017,485.24,5.50,29.00
Latvia*,2018,709.58,5.90,30.00
Latvia*,2019,692.26,6.00,31.00
Latvia*,2020,742.57,6.40,30.00
Latvia*,2021,834.64,6.60,31.00
Lithuania*,2014,427.62,8.60,41.00
Lithuania*,2015,471.49,11.80,41.00
Lithuania*,2016,635.87,11.80,42.00
Lithuania*,2017,817.40,13.50,44.00
Lithuania*,2018,1056.90,14.30,46.00
Lithuania*,2019,1093.50,14.90,48.00
Lithuania*,2020,1175.69,15.10,48.00
Lithuania*,2021,1317.80,16.70,51.00
Luxembourg,2014,252.95,0.80,59.00
Luxembourg,2015,249.53,0.80,60.00
